Data da Venda,Categoria do Produto,Quantidade em Estoque,Filial,Nome do Produto,Preço do Produto (R$)
indisponivel,Eletrônicos,21,Filial 10,Delineador líquido,35.16
indisponivel,Eletrônicos,15,Filial 9,Batom matte,50.14
indisponivel,Eletrodomésticos,86,Filial 1,Batom líquido,54.96
indisponivel,Alimentos,40,Filial 6,Corretivo,42.7
indisponivel,Eletrônicos,54,Filial 6,Lápis de sobrancelha,25.27
indisponivel,Eletrodomésticos,18,Filial 9,Sombra de olhos,63.91
indisponivel,Eletrodomésticos,12,Filial 2,Batom matte,83.44
indisponivel,Eletrodomésticos,65,Filial 1,Batom matte,45.85
indisponivel,Roupas,54,Filial 8,Máscara de cílios,3.35
indisponivel,Alimentos,6,Filial 3,Batom líquido,19.24
indisponivel,Eletrodomésticos,32,Filial 10,Corretivo,9.39
indisponivel,Eletrodomésticos,29,Filial 2,Delineador líquido,98.71
indisponivel,Eletrodomésticos,77,Filial 7,Corretivo,62.55
indisponivel,Roupas,48,Filial 5,Base líquida,75.03
indisponivel,Roupas,26,Filial 10,Delineador líquido,69.17
indisponivel,Eletrônicos,61,Filial 6,Pó compacto,12.59
indisponivel,Eletrodomésticos,27,Filial 6,Lápis de sobrancelha,22.72
indisponivel,Eletrodomésticos,12,Filial 3,Máscara de cílios,31.62
indisponivel,Eletrodomésticos,10,Filial 6,Sombra de olhos,91.17
indisponivel,Roupas,18,Filial 9,Pó compacto,53.38
indisponivel,Eletrodomésticos,28,Filial 6,Delineador líquido,49.04
indisponivel,Eletrodomésticos,89,Filial 2,Delineador líquido,88.62
indisponivel,Eletrodomésticos,19,Filial 3,Máscara de cílios,38.92
indisponivel,Eletrônicos,36,Filial 10,Pó compacto,98.65
indisponivel,Roupas,73,Filial 5,Corretivo,84.7
indisponivel,Alimentos,29,Filial 1,Lápis de sobrancelha,46.4
indisponivel,Eletrônicos,46,Filial 6,Corretivo,45.87
indisponivel,Roupas,17,Filial 9,Corretivo,4.08
indisponivel,Eletrônicos,72,Filial 2,Lápis de sobrancelha,26.79
indisponivel,Eletrodomésticos,70,Filial 10,Pó compacto,76.35
indisponivel,Alimentos,70,Filial 10,Batom líquido,34.26
indisponivel,Eletrônicos,46,Filial 7,Lápis de sobrancelha,79.47
indisponivel,Eletrônicos,84,Filial 8,Pó compacto,52.07
indisponivel,Eletrônicos,54,Filial 4,Máscara de cílios,58.91
indisponivel,Eletrodomésticos,1,Filial 8,Batom matte,84.62
indisponivel,Roupas,58,Filial 10,Corretivo,20.27
indisponivel,Roupas,4,Filial 7,Corretivo,85.27
indisponivel,Eletrodomésticos,81,Filial 3,Base líquida,95.26
indisponivel,Eletrônicos,5,Filial 9,Base líquida,69.2
indisponivel,Eletrodomésticos,51,Filial 4,Corretivo,76.73
indisponivel,Eletrodomésticos,42,Filial 2,Base líquida,87.25
indisponivel,Eletrônicos,84,Filial 9,Pó compacto,26.8
indisponivel,Alimentos,96,Filial 6,Sombra de olhos,58.26
indisponivel,Roupas,63,Filial 5,Batom líquido,64.42
indisponivel,Roupas,86,Filial 2,Máscara de cílios,41.44
indisponivel,Alimentos,90,Filial 10,Blush em pó,38.65
indisponivel,Roupas,31,Filial 3,Lápis de sobrancelha,38.5
indisponivel,Alimentos,26,Filial 5,Blush em pó,15.81
indisponivel,Alimentos,63,Filial 5,Lápis de sobrancelha,5.89
indisponivel,Alimentos,5,Filial 3,Delineador líquido,52.55
indisponivel,Eletrônicos,64,Filial 8,Batom matte,47.59
indisponivel,Eletrodomésticos,80,Filial 2,Pó compacto,77.84
indisponivel,Eletrodomésticos,99,Filial 8,Máscara de cílios,78.0
indisponivel,Roupas,37,Filial 9,Blush em pó,36.24
indisponivel,Roupas,58,Filial 8,Base líquida,88.6
indisponivel,Eletrônicos,30,Filial 6,Batom matte,15.56
indisponivel,Roupas,18,Filial 2,Máscara de cílios,3.49
indisponivel,Eletrônicos,24,Filial 5,Blush em pó,51.77
indisponivel,Eletrodomésticos,59,Filial 7,Máscara de cílios,39.65
indisponivel,Alimentos,29,Filial 5,Máscara de cílios,85.67
indisponivel,Alimentos,68,Filial 7,Base líquida,7.13
indisponivel,Eletrônicos,21,Filial 5,Corretivo,11.84
indisponivel,Eletrônicos,94,Filial 5,Máscara de cílios,90.28
indisponivel,Roupas,34,Filial 2,Batom líquido,73.18
indisponivel,Eletrônicos,16,Filial 7,Pó compacto,49.9
indisponivel,Eletrônicos,68,Filial 2,Delineador líquido,58.81
indisponivel,Alimentos,40,Filial 7,Lápis de sobrancelha,77.33
indisponivel,Roupas,54,Filial 10,Sombra de olhos,11.47
indisponivel,Eletrodomésticos,11,Filial 8,Base líquida,95.26
indisponivel,Eletrônicos,46,Filial 8,Pó compacto,55.23
indisponivel,Eletrodomésticos,68,Filial 4,Máscara de cílios,96.84
indisponivel,Roupas,77,Filial 1,Delineador líquido,42.05
indisponivel,Alimentos,26,Filial 8,Sombra de olhos,49.43
indisponivel,Alimentos,30,Filial 1,Base líquida,55.46
indisponivel,Eletrodomésticos,41,Filial 5,Blush em pó,9.55
indisponivel,Alimentos,77,Filial 3,Máscara de cílios,92.07
indisponivel,Roupas,28,Filial 4,Blush em pó,68.6
indisponivel,Eletrônicos,59,Filial 5,Batom líquido,58.46
indisponivel,Roupas,38,Filial 7,Delineador líquido,14.14
indisponivel,Eletrodomésticos,20,Filial 6,Base líquida,29.93
indisponivel,Eletrodomésticos,38,Filial 9,Máscara de cílios,99.06
indisponivel,Eletrônicos,20,Filial 10,Blush em pó,99.77
indisponivel,Eletrodomésticos,13,Filial 6,Lápis de sobrancelha,42.89
indisponivel,Alimentos,57,Filial 10,Lápis de sobrancelha,41.04
indisponivel,Eletrônicos,82,Filial 8,Blush em pó,80.04
indisponivel,Alimentos,66,Filial 1,Delineador líquido,67.19
indisponivel,Eletrodomésticos,47,Filial 6,Máscara de cílios,29.2
indisponivel,Eletrodomésticos,23,Filial 5,Blush em pó,3.68
indisponivel,Roupas,50,Filial 5,Lápis de sobrancelha,10.61
indisponivel,Roupas,88,Filial 2,Blush em pó,6.53
indisponivel,Eletrodomésticos,98,Filial 3,Máscara de cílios,17.15
indisponivel,Eletrônicos,57,Filial 6,Delineador líquido,50.67
indisponivel,Eletrodomésticos,73,Filial 8,Pó compacto,85.92
indisponivel,Eletrônicos,96,Filial 9,Máscara de cílios,80.82
indisponivel,Roupas,37,Filial 9,Blush em pó,78.83
indisponivel,Eletrodomésticos,4,Filial 3,Lápis de sobrancelha,31.0
indisponivel,Eletrodomésticos,59,Filial 5,Blush em pó,39.24
indisponivel,Alimentos,38,Filial 10,Sombra de olhos,81.1
indisponivel,Eletrodomésticos,12,Filial 2,Batom matte,30.19
indisponivel,Alimentos,46,Filial 5,Máscara de cílios,12.52
indisponivel,Alimentos,19,Filial 8,Sombra de olhos,32.42
indisponivel,Eletrodomésticos,93,Filial 4,Batom matte,60.51
indisponivel,Alimentos,33,Filial 4,Máscara de cílios,82.55
indisponivel,Alimentos,40,Filial 5,Máscara de cílios,68.61
indisponivel,Eletrodomésticos,63,Filial 7,Máscara de cílios,53.79
indisponivel,Roupas,90,Filial 9,Batom líquido,17.67
indisponivel,Eletrônicos,46,Filial 5,Sombra de olhos,81.78
indisponivel,Eletrônicos,19,Filial 4,Lápis de sobrancelha,1.65
indisponivel,Roupas,15,Filial 2,Batom matte,17.48
indisponivel,Roupas,35,Filial 7,Batom líquido,85.22
indisponivel,Alimentos,59,Filial 8,Corretivo,63.22
indisponivel,Eletrônicos,2,Filial 1,Máscara de cílios,78.66
indisponivel,Eletrônicos,74,Filial 5,Lápis de sobrancelha,25.38
indisponivel,Alimentos,35,Filial 5,Corretivo,13.72
indisponivel,Roupas,3,Filial 6,Batom matte,29.64
indisponivel,Eletrônicos,53,Filial 7,Delineador líquido,92.38
indisponivel,Alimentos,59,Filial 2,Batom matte,99.34
indisponivel,Eletrônicos,29,Filial 3,Batom líquido,44.32
indisponivel,Eletrônicos,71,Filial 4,Máscara de cílios,76.25
indisponivel,Roupas,1,Filial 6,Lápis de sobrancelha,87.95
indisponivel,Eletrodomésticos,81,Filial 8,Pó compacto,77.92
indisponivel,Eletrodomésticos,42,Filial 6,Delineador líquido,85.04
indisponivel,Eletrônicos,99,Filial 10,Blush em pó,18.28
indisponivel,Eletrônicos,2,Filial 6,Pó compacto,63.47
indisponivel,Eletrônicos,38,Filial 9,Batom líquido,92.48
indisponivel,Alimentos,59,Filial 8,Máscara de cílios,2.49
indisponivel,Eletrônicos,64,Filial 4,Pó compacto,92.35
indisponivel,Eletrônicos,34,Filial 2,Batom matte,48.17
indisponivel,Eletrodomésticos,43,Filial 6,Delineador líquido,32.33
indisponivel,Roupas,3,Filial 2,Base líquida,29.62
indisponivel,Roupas,14,Filial 7,Pó compacto,57.36
indisponivel,Roupas,83,Filial 4,Batom matte,35.71
indisponivel,Roupas,73,Filial 4,Sombra de olhos,82.51
indisponivel,Roupas,37,Filial 5,Corretivo,50.87
indisponivel,Eletrodomésticos,98,Filial 1,Corretivo,76.19
indisponivel,Alimentos,46,Filial 3,Lápis de sobrancelha,1.14
indisponivel,Eletrodomésticos,84,Filial 3,Batom matte,40.32
indisponivel,Roupas,86,Filial 5,Sombra de olhos,9.79
indisponivel,Alimentos,43,Filial 8,Pó compacto,45.21
indisponivel,Eletrodomésticos,3,Filial 9,Máscara de cílios,55.48
indisponivel,Alimentos,31,Filial 9,Sombra de olhos,1.88
indisponivel,Alimentos,43,Filial 10,Batom líquido,12.01
indisponivel,Eletrônicos,62,Filial 1,Blush em pó,10.23
indisponivel,Eletrônicos,90,Filial 1,Blush em pó,19.12
indisponivel,Eletrodomésticos,69,Filial 8,Lápis de sobrancelha,74.8
indisponivel,Eletrodomésticos,38,Filial 4,Corretivo,20.0
indisponivel,Eletrônicos,29,Filial 5,Corretivo,44.17
indisponivel,Roupas,68,Filial 6,Corretivo,40.94
indisponivel,Alimentos,9,Filial 10,Corretivo,22.56
indisponivel,Eletrônicos,20,Filial 5,Pó compacto,98.45
indisponivel,Eletrônicos,78,Filial 3,Blush em pó,10.77
indisponivel,Roupas,75,Filial 3,Lápis de sobrancelha,49.88
indisponivel,Roupas,86,Filial 8,Base líquida,68.92
indisponivel,Alimentos,69,Filial 1,Corretivo,45.51
indisponivel,Eletrodomésticos,60,Filial 8,Máscara de cílios,74.08
indisponivel,Eletrônicos,88,Filial 4,Batom matte,60.67
indisponivel,Eletrodomésticos,40,Filial 8,Batom matte,52.29
indisponivel,Eletrônicos,46,Filial 8,Blush em pó,13.96
indisponivel,Alimentos,76,Filial 1,Sombra de olhos,77.88
indisponivel,Eletrodomésticos,39,Filial 3,Base líquida,99.96
indisponivel,Alimentos,17,Filial 3,Sombra de olhos,38.45
indisponivel,Eletrônicos,35,Filial 6,Delineador líquido,1.21
indisponivel,Roupas,5,Filial 9,Batom líquido,53.36
indisponivel,Eletrodomésticos,68,Filial 3,Batom matte,88.24
indisponivel,Roupas,59,Filial 9,Batom líquido,44.97
indisponivel,Eletrônicos,13,Filial 9,Base líquida,71.06
indisponivel,Alimentos,73,Filial 7,Batom matte,69.13
indisponivel,Alimentos,6,Filial 9,Batom líquido,96.06
indisponivel,Eletrônicos,6,Filial 5,Lápis de sobrancelha,26.66
indisponivel,Eletrodomésticos,37,Filial 7,Pó compacto,61.86
indisponivel,Eletrodomésticos,14,Filial 1,Batom matte,74.64
indisponivel,Roupas,96,Filial 5,Blush em pó,3.04
indisponivel,Eletrônicos,27,Filial 9,Blush em pó,63.61
indisponivel,Roupas,22,Filial 4,Sombra de olhos,38.69
indisponivel,Eletrodomésticos,37,Filial 6,Batom matte,61.93
indisponivel,Alimentos,14,Filial 5,Batom líquido,46.42
indisponivel,Eletrodomésticos,22,Filial 4,Corretivo,81.52
indisponivel,Alimentos,56,Filial 5,Batom matte,54.9
indisponivel,Eletrodomésticos,19,Filial 10,Pó compacto,43.59
indisponivel,Eletrônicos,32,Filial 10,Batom matte,92.65
indisponivel,Eletrodomésticos,53,Filial 4,Blush em pó,61.9
indisponivel,Eletrônicos,60,Filial 2,Máscara de cílios,40.49
indisponivel,Roupas,24,Filial 2,Base líquida,38.1
indisponivel,Eletrônicos,68,Filial 9,Blush em pó,28.29
indisponivel,Alimentos,31,Filial 10,Corretivo,10.75
indisponivel,Eletrodomésticos,43,Filial 5,Base líquida,90.7
indisponivel,Eletrodomésticos,81,Filial 3,Pó compacto,99.34
indisponivel,Roupas,50,Filial 2,Pó compacto,69.43
indisponivel,Roupas,56,Filial 1,Batom matte,58.03
indisponivel,Eletrônicos,24,Filial 7,Máscara de cílios,14.75
indisponivel,Roupas,45,Filial 7,Delineador líquido,58.33
indisponivel,Eletrodomésticos,97,Filial 10,Blush em pó,64.83
indisponivel,Alimentos,91,Filial 3,Delineador líquido,42.42
indisponivel,Alimentos,94,Filial 7,Batom matte,81.97
indisponivel,Roupas,28,Filial 5,Batom matte,86.66
indisponivel,Alimentos,9,Filial 5,Delineador líquido,79.66
indisponivel,Eletrônicos,30,Filial 3,Sombra de olhos,24.35
indisponivel,Alimentos,23,Filial 4,Batom matte,8.29
indisponivel,Eletrodomésticos,4,Filial 4,Lápis de sobrancelha,42.03
indisponivel,Eletrônicos,89,Filial 10,Delineador líquido,49.41
indisponivel,Alimentos,97,Filial 3,Blush em pó,94.72
indisponivel,Alimentos,67,Filial 7,Blush em pó,43.0
indisponivel,Eletrônicos,19,Filial 5,Base líquida,66.27
indisponivel,Eletrônicos,56,Filial 9,Batom matte,25.9
indisponivel,Eletrodomésticos,8,Filial 4,Corretivo,60.08
indisponivel,Eletrodomésticos,36,Filial 1,Lápis de sobrancelha,52.17
indisponivel,Alimentos,5,Filial 8,Sombra de olhos,16.67
indisponivel,Alimentos,10,Filial 5,Corretivo,30.27
indisponivel,Eletrodomésticos,50,Filial 3,Base líquida,16.56
indisponivel,Alimentos,68,Filial 6,Pó compacto,22.3
indisponivel,Roupas,83,Filial 3,Delineador líquido,38.17
indisponivel,Eletrodomésticos,8,Filial 8,Pó compacto,51.62
indisponivel,Eletrônicos,8,Filial 5,Batom matte,55.29
indisponivel,Eletrodomésticos,100,Filial 2,Máscara de cílios,70.51
indisponivel,Eletrônicos,41,Filial 8,Batom líquido,91.7
indisponivel,Alimentos,12,Filial 10,Delineador líquido,84.86
indisponivel,Alimentos,29,Filial 3,Lápis de sobrancelha,45.5
indisponivel,Eletrônicos,66,Filial 2,Lápis de sobrancelha,29.63
indisponivel,Roupas,91,Filial 2,Blush em pó,48.53
indisponivel,Eletrodomésticos,72,Filial 7,Máscara de cílios,30.66
indisponivel,Alimentos,57,Filial 2,Sombra de olhos,47.97
indisponivel,Eletrônicos,24,Filial 7,Pó compacto,82.1
indisponivel,Eletrônicos,92,Filial 4,Batom líquido,45.59
indisponivel,Alimentos,9,Filial 6,Lápis de sobrancelha,97.78
indisponivel,Eletrodomésticos,42,Filial 7,Blush em pó,25.38
indisponivel,Alimentos,18,Filial 4,Batom líquido,61.49
indisponivel,Eletrodomésticos,84,Filial 10,Sombra de olhos,47.31
indisponivel,Eletrônicos,26,Filial 7,Corretivo,93.91
indisponivel,Eletrodomésticos,68,Filial 2,Pó compacto,7.79
indisponivel,Alimentos,6,Filial 6,Máscara de cílios,54.57
indisponivel,Eletrônicos,9,Filial 7,Batom matte,48.55
indisponivel,Eletrônicos,94,Filial 4,Batom líquido,5.57
indisponivel,Roupas,53,Filial 9,Sombra de olhos,6.33
indisponivel,Roupas,98,Filial 7,Corretivo,5.69
indisponivel,Alimentos,4,Filial 5,Máscara de cílios,21.86
indisponivel,Alimentos,64,Filial 1,Lápis de sobrancelha,6.28
indisponivel,Alimentos,60,Filial 8,Batom líquido,55.14
indisponivel,Eletrônicos,77,Filial 4,Blush em pó,10.48
indisponivel,Eletrodomésticos,62,Filial 2,Pó compacto,48.27
indisponivel,Alimentos,11,Filial 5,Blush em pó,31.39
indisponivel,Roupas,21,Filial 3,Pó compacto,94.63
indisponivel,Eletrodomésticos,36,Filial 7,Lápis de sobrancelha,36.16
indisponivel,Eletrônicos,32,Filial 1,Batom líquido,88.47
indisponivel,Alimentos,17,Filial 6,Base líquida,6.78
indisponivel,Eletrodomésticos,42,Filial 8,Blush em pó,88.93
indisponivel,Alimentos,82,Filial 8,Base líquida,32.26
indisponivel,Eletrônicos,55,Filial 5,Pó compacto,35.34
indisponivel,Roupas,39,Filial 9,Blush em pó,47.47
indisponivel,Eletrônicos,72,Filial 6,Blush em pó,41.06
indisponivel,Alimentos,22,Filial 10,Delineador líquido,17.61
indisponivel,Eletrônicos,86,Filial 4,Pó compacto,91.45
indisponivel,Eletrônicos,94,Filial 9,Sombra de olhos,12.99
indisponivel,Roupas,70,Filial 7,Base líquida,69.22
indisponivel,Eletrônicos,20,Filial 1,Delineador líquido,54.71
indisponivel,Eletrodomésticos,72,Filial 2,Máscara de cílios,59.27
indisponivel,Alimentos,58,Filial 10,Delineador líquido,69.28
indisponivel,Eletrodomésticos,66,Filial 5,Máscara de cílios,39.2
indisponivel,Roupas,81,Filial 6,Batom líquido,44.7
indisponivel,Eletrodomésticos,58,Filial 4,Base líquida,20.2
indisponivel,Eletrônicos,18,Filial 1,Máscara de cílios,13.9
indisponivel,Eletrônicos,66,Filial 3,Blush em pó,72.86
indisponivel,Eletrônicos,31,Filial 4,Batom líquido,48.96
indisponivel,Eletrônicos,66,Filial 3,Batom líquido,16.68
indisponivel,Roupas,96,Filial 1,Batom matte,51.34
indisponivel,Eletrônicos,41,Filial 7,Sombra de olhos,7.49
indisponivel,Eletrodomésticos,63,Filial 5,Pó compacto,42.18
indisponivel,Alimentos,63,Filial 5,Lápis de sobrancelha,29.13
indisponivel,Eletrônicos,5,Filial 1,Delineador líquido,95.78
indisponivel,Eletrônicos,5,Filial 6,Batom matte,64.39
indisponivel,Eletrônicos,70,Filial 1,Blush em pó,18.68
indisponivel,Roupas,66,Filial 2,Pó compacto,58.98
indisponivel,Alimentos,55,Filial 5,Sombra de olhos,54.18
indisponivel,Roupas,68,Filial 5,Delineador líquido,76.28
indisponivel,Eletrodomésticos,54,Filial 8,Blush em pó,71.76
indisponivel,Eletrônicos,94,Filial 5,Sombra de olhos,71.34
indisponivel,Eletrodomésticos,79,Filial 3,Corretivo,9.37
indisponivel,Eletrodomésticos,34,Filial 2,Lápis de sobrancelha,26.14
indisponivel,Eletrônicos,24,Filial 10,Blush em pó,50.71
indisponivel,Eletrodomésticos,85,Filial 9,Lápis de sobrancelha,92.89
indisponivel,Eletrônicos,31,Filial 1,Sombra de olhos,6.17
indisponivel,Alimentos,83,Filial 9,Batom líquido,36.17
indisponivel,Eletrodomésticos,41,Filial 3,Máscara de cílios,26.5
indisponivel,Alimentos,74,Filial 5,Corretivo,28.47
indisponivel,Roupas,45,Filial 9,Corretivo,97.14
indisponivel,Roupas,74,Filial 5,Delineador líquido,74.64
indisponivel,Eletrodomésticos,22,Filial 10,Corretivo,76.1
indisponivel,Eletrônicos,26,Filial 6,Base líquida,13.91
indisponivel,Eletrônicos,76,Filial 10,Pó compacto,28.38
indisponivel,Eletrodomésticos,9,Filial 5,Blush em pó,84.97
indisponivel,Roupas,46,Filial 10,Delineador líquido,28.06
indisponivel,Eletrodomésticos,82,Filial 4,Máscara de cílios,82.73
indisponivel,Eletrônicos,48,Filial 9,Blush em pó,30.62
indisponivel,Roupas,4,Filial 7,Máscara de cílios,96.83
indisponivel,Roupas,57,Filial 3,Batom matte,25.44
indisponivel,Alimentos,95,Filial 4,Sombra de olhos,13.9
indisponivel,Roupas,73,Filial 3,Sombra de olhos,75.2
indisponivel,Roupas,83,Filial 5,Delineador líquido,73.91
indisponivel,Roupas,70,Filial 6,Batom matte,90.77
indisponivel,Eletrônicos,34,Filial 2,Blush em pó,78.41
indisponivel,Eletrônicos,51,Filial 3,Batom matte,96.68
indisponivel,Alimentos,23,Filial 1,Sombra de olhos,93.44
indisponivel,Eletrodomésticos,20,Filial 8,Máscara de cílios,55.11
indisponivel,Eletrônicos,28,Filial 6,Máscara de cílios,86.45
indisponivel,Roupas,26,Filial 10,Delineador líquido,75.96
indisponivel,Eletrodomésticos,44,Filial 4,Delineador líquido,22.55
indisponivel,Roupas,1,Filial 7,Blush em pó,81.8
indisponivel,Alimentos,29,Filial 2,Sombra de olhos,16.86
indisponivel,Roupas,3,Filial 1,Máscara de cílios,40.61
indisponivel,Eletrodomésticos,60,Filial 6,Base líquida,32.58
indisponivel,Alimentos,75,Filial 5,Pó compacto,56.54
indisponivel,Alimentos,96,Filial 8,Blush em pó,3.79
indisponivel,Roupas,39,Filial 3,Blush em pó,82.77
indisponivel,Eletrodomésticos,11,Filial 3,Máscara de cílios,38.17
indisponivel,Eletrodomésticos,83,Filial 3,Base líquida,41.7
indisponivel,Eletrônicos,98,Filial 1,Sombra de olhos,26.45
indisponivel,Eletrônicos,38,Filial 6,Lápis de sobrancelha,25.54
indisponivel,Roupas,93,Filial 8,Pó compacto,6.37
indisponivel,Eletrodomésticos,73,Filial 10,Batom matte,23.32
indisponivel,Eletrônicos,76,Filial 5,Batom matte,39.23
indisponivel,Alimentos,69,Filial 10,Lápis de sobrancelha,42.01
indisponivel,Roupas,97,Filial 2,Máscara de cílios,58.12
indisponivel,Eletrônicos,66,Filial 8,Batom matte,36.35
indisponivel,Alimentos,39,Filial 1,Pó compacto,98.51
indisponivel,Roupas,84,Filial 1,Lápis de sobrancelha,44.01
indisponivel,Eletrodomésticos,3,Filial 2,Blush em pó,45.12
indisponivel,Eletrônicos,68,Filial 5,Batom líquido,87.08
indisponivel,Roupas,95,Filial 3,Blush em pó,11.82
indisponivel,Alimentos,81,Filial 3,Blush em pó,40.0
indisponivel,Eletrônicos,26,Filial 9,Sombra de olhos,44.04
indisponivel,Eletrônicos,82,Filial 9,Máscara de cílios,52.8
indisponivel,Alimentos,47,Filial 7,Corretivo,93.96
indisponivel,Alimentos,31,Filial 3,Sombra de olhos,25.93
indisponivel,Eletrônicos,17,Filial 3,Base líquida,5.12
indisponivel,Roupas,56,Filial 6,Sombra de olhos,95.64
